"","dat_work","Freq","IDBANK","def","LAST_UPDATE","source","unite","unite_mult","max_period"
"2720",2017-02-27,"M","001586151","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2721",2017-02-27,"M","001586152","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2722",2017-02-27,"M","001586153","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2723",2017-02-27,"M","001586154","Enquête mensuelle de conjoncture dans l'Industrie - Travail du bois, industries du papier et imprimerie - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2724",2017-02-27,"M","001586155","Enquête mensuelle de conjoncture dans l'Industrie - Travail du bois, industries du papier et imprimerie - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2725",2017-02-27,"M","001586156","Enquête mensuelle de conjoncture dans l'Industrie - Industrie chimique - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2726",2017-02-27,"M","001586157","Enquête mensuelle de conjoncture dans l'Industrie - Industrie chimique - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2727",2017-02-27,"M","001586158","Enquête mensuelle de conjoncture dans l'Industrie - Industrie pharmaceutique - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2728",2017-02-27,"M","001586159","Enquête mensuelle de conjoncture dans l'Industrie - Industrie pharmaceutique - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2729",2017-02-27,"M","001586160","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de produits en caoutchouc, plastique et autres produits minéraux non métalliques - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2730",2017-02-27,"M","001586161","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de produits en caoutchouc, plastique et autres produits minéraux non métalliques - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2731",2017-02-27,"M","001586162","Enquête mensuelle de conjoncture dans l'Industrie - Métallurgie et fabrication de produits métalliques sauf machines et équipements - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2732",2017-02-27,"M","001586163","Enquête mensuelle de conjoncture dans l'Industrie - Métallurgie et fabrication de produits métalliques sauf machines et équipements - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2733",2017-02-27,"M","001586164","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de produits informatiques, électroniques et optiques - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2734",2017-02-27,"M","001586165","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de produits informatiques, électroniques et optiques - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2735",2017-02-27,"M","001586166","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication d'équipements électriques - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2736",2017-02-27,"M","001586167","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication d'équipements électriques - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2737",2017-02-27,"M","001586168","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de machines et équipements n.c.a. - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2738",2017-02-27,"M","001586169","Enquête mensuelle de conjoncture dans l'Industrie - Fabrication de machines et équipements n.c.a. - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2739",2017-02-27,"M","001586170","Enquête mensuelle de conjoncture dans l'Industrie - Autres industries manufacturières, réparation et installation de machines et d'équipements - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2740",2017-02-27,"M","001586171","Enquête mensuelle de conjoncture dans l'Industrie - Autres industries manufacturières, réparation et installation de machines et d'équipements - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-A38/","PCT","0","2017-02"
"2741",2017-02-27,"M","001586049","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Perspectives générales - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2742",2017-02-27,"M","001586050","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Perspectives générales - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2743",2017-02-27,"M","001586051","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Perspectives générales - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2744",2017-02-27,"M","001586052","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Perspectives générales - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2745",2017-02-27,"M","001586053","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Perspectives générales - Tendance probable du niveau général des prix industriels (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2746",2017-02-27,"M","001586054","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Perspectives générales - Tendance probable du niveau général des prix industriels (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2747",2017-02-27,"M","001586055","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Perspectives générales - Tendance probable du niveau général des prix industriels (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2748",2017-02-27,"M","001586056","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Perspectives générales - Tendance probable du niveau général des prix industriels (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2749",2017-02-27,"M","001786519","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2750",2017-02-27,"M","001786520","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques, électroniques, informatiques ; fabrication de machines - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2751",2017-02-27,"M","001786521","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de matériels de transport - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2752",2017-02-27,"M","001786522","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'autres produits industriels - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2753",2017-02-27,"M","001786523","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2754",2017-02-27,"M","001786524","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2755",2017-02-27,"M","001786525","Enquête mensuelle de conjoncture dans l'industrie - Travail du bois, industries du papier et imprimerie - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2756",2017-02-27,"M","001786526","Enquête mensuelle de conjoncture dans l'industrie - Industrie chimique - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2757",2017-02-27,"M","001786527","Enquête mensuelle de conjoncture dans l'industrie - Industrie pharmaceutique - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2758",2017-02-27,"M","001786528","Enquête mensuelle de conjoncture dans l'industrie - Fab. de prod. en caoutchouc et en plastique ainsi que d'autres prod. minéraux non métalliques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2759",2017-02-27,"M","001786529","Enquête mensuelle de conjoncture dans l'industrie - Métallurgie et fabrication de prod. métalliques à l'exception des machines et des équipements - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2760",2017-02-27,"M","001786530","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de produits informatiques, électroniques et optiques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2761",2017-02-27,"M","001786531","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2762",2017-02-27,"M","001786532","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de machines et équipements n.c.a. - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2763",2017-02-27,"M","001786533","Enquête mensuelle de conjoncture dans l'industrie - Autres industries manufacturières ; réparation et installation de machines et d'équipements - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2764",2017-02-27,"M","001786534","Enquête mensuelle de conjoncture dans l'industrie - Industrie automobile - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2765",2017-02-27,"M","001786535","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'autres matériels de transport - Tendance probable du volume de la production industrielle (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2766",2017-02-27,"M","001786536","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2767",2017-02-27,"M","001786537","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques, électroniques, informatiques ; fabrication de machines - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2768",2017-02-27,"M","001786538","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de matériels de transport - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2769",2017-02-27,"M","001786539","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'autres produits industriels - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2770",2017-02-27,"M","001786540","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2771",2017-02-27,"M","001786541","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2772",2017-02-27,"M","001786542","Enquête mensuelle de conjoncture dans l'industrie - Travail du bois, industries du papier et imprimerie - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2773",2017-02-27,"M","001786543","Enquête mensuelle de conjoncture dans l'industrie - Industrie chimique - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2774",2017-02-27,"M","001786544","Enquête mensuelle de conjoncture dans l'industrie - Industrie pharmaceutique - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2775",2017-02-27,"M","001786545","Enquête mensuelle de conjoncture dans l'industrie - Fab. de prod. en caoutchouc et en plastique ainsi que d'autres prod. minéraux non métalliques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2776",2017-02-27,"M","001786546","Enquête mensuelle de conjoncture dans l'industrie - Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2777",2017-02-27,"M","001786547","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de produits informatiques, électroniques et optiques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2778",2017-02-27,"M","001786548","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2779",2017-02-27,"M","001786549","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de machines et équipements n.c.a. - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2780",2017-02-27,"M","001786550","Enquête mensuelle de conjoncture dans l'industrie - Autres industries manufacturières ; réparation et installation de machines et d'équipements - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2781",2017-02-27,"M","001786551","Enquête mensuelle de conjoncture dans l'industrie - Industrie automobile - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2782",2017-02-27,"M","001786552","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'autres matériels de transport - Tendance probable du volume de la production industrielle (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-PERSP/","PCT","0","2017-02"
"2783",2017-02-27,"M","001585939","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des carnets de commandes globaux (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2784",2017-02-27,"M","001585940","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des carnets de commandes globaux (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2785",2017-02-27,"M","001585941","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des carnets de commandes globaux (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2786",2017-02-27,"M","001585942","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des carnets de commandes globaux (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2787",2017-02-27,"M","001585977","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des carnets de commandes étrangers (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2788",2017-02-27,"M","001585978","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des carnets de commandes étrangers (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2789",2017-02-27,"M","001585979","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des carnets de commandes étrangers (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2790",2017-02-27,"M","001585980","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des carnets de commandes étrangers (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2791",2017-02-27,"M","001586014","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des stocks de produits finis (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2792",2017-02-27,"M","001586015","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Niveau des stocks de produits finis (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2793",2017-02-27,"M","001586016","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des stocks de produits finis (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2794",2017-02-27,"M","001586017","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Niveau des stocks de produits finis (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2795",2017-02-27,"M","001586061","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Tendance passée de la production (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2796",2017-02-27,"M","001586062","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Tendance passée de la production (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2797",2017-02-27,"M","001586063","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Tendance passée de la production (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2798",2017-02-27,"M","001586064","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Tendance passée de la production (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2799",2017-02-27,"M","001586100","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Tendance prévue de la production (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2800",2017-02-27,"M","001586101","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Tendance prévue de la production (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2801",2017-02-27,"M","001586102","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Tendance prévue de la production (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2802",2017-02-27,"M","001586103","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Tendance prévue de la production (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2803",2017-02-27,"M","001586138","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2804",2017-02-27,"M","001586139","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière, industries extractives et autres - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2805",2017-02-27,"M","001586140","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Évolution probable des prix de vente (solde d'opinion) - Série brute","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2806",2017-02-27,"M","001586141","Enquête mensuelle de conjoncture dans l'Industrie - Industrie manufacturière - Évolution probable des prix de vente (solde d'opinion) - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-MENS-RGP/","PCT","0","2017-02"
"2807",2017-02-27,"M","001719586","Enquête mensuelle de conjoncture dans l'industrie - Industrie manufacturière - Indicateur de surprise lissé","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2808",2017-02-27,"M","001747142","Enquête mensuelle de conjoncture dans l'industrie - Industrie manufacturière - Indicateur de surprise","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2809",2017-02-27,"M","001786503","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2810",2017-02-27,"M","001786504","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques, électroniques, informatiques ; fabrication de machines - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2811",2017-02-27,"M","001786505","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de matériels de transport - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2812",2017-02-27,"M","001786506","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'autres produits industriels - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2813",2017-02-27,"M","001786507","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de denrées alimentaires, de boissons et de produits à base de tabac - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2814",2017-02-27,"M","001786508","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2815",2017-02-27,"M","001786509","Enquête mensuelle de conjoncture dans l'industrie - Travail du bois, industries du papier et imprimerie - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2816",2017-02-27,"M","001786510","Enquête mensuelle de conjoncture dans l'industrie - Industrie chimique - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2817",2017-02-27,"M","001786511","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2818",2017-02-27,"M","001786512","Enquête mensuelle de conjoncture dans l'industrie - Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2819",2017-02-27,"M","001786513","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de produits informatiques, électroniques et optiques - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2820",2017-02-27,"M","001786514","Enquête mensuelle de conjoncture dans l'industrie - Fabrication d'équipements électriques - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2821",2017-02-27,"M","001786515","Enquête mensuelle de conjoncture dans l'industrie - Fabrication de machines et équipements n.c.a. - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
"2822",2017-02-27,"M","001786516","Enquête mensuelle de conjoncture dans l'industrie - Autres industries manufacturières ; réparation et installation de machines et d'équipements - Indicateur synthétique du climat des affaires - Série CVS","2017-02-23","ENQ-CONJ-ACT-IND-SYNTH/","SO","0","2017-02"
